dia,T_ext_C,T_int_C,H_ext_pct,H_int_pct,CO2_ppm,viento_ms
0,17.654825659596,23.0667117090303,49.9889962324679,65.0871990160182,730.964349656709,2.53780014576358
0.0104166666666667,19.5670654265284,24.478642101245,52.1741188556396,65.7006906144099,720.152901274363,4.02578346191352
0.0208333333333333,17.4798246355279,23.5005675837503,52.5662897818146,68.5601508094549,830.981622055728,1.21136278597999
0.03125,18.5511500823556,24.3494981348589,52.3397260054331,65.4375281301333,764.866959385394,4.06855040255395
0.0416666666666667,18.797289724954,24.1544740453095,51.9928012036743,66.7313997062531,838.112643181587,3.19232026325199
0.0520833333333333,16.6907177972332,24.005704600594,51.4897631993244,66.880889159946,803.841909052045,4.03049361114888
0.0625,16.0466480493584,23.2308612186903,57.3695467700297,66.4437270468185,773.392084414807,1.0442343590774
0.0729166666666667,13.7244342828335,22.8759420519037,51.9965312512283,64.6377543368149,797.773111417972,3.69572633957121
0.0833333333333333,14.7162989932894,22.435016563992,58.1502559202701,67.1821854754408,842.977180846125,2.70302342921258
0.09375,14.4762144843941,22.2110985268767,59.782934400543,66.998018508859,778.094659517443,1.8630989011314
0.104166666666667,15.2359350025327,21.5224611425946,68.2090014447541,66.6784520111741,731.924261290317,2.07806816366079
0.114583333333333,14.5744603196463,23.0310138432235,60.8463793005962,67.634297957589,860.643563068847,5.04949889774793
0.125,12.4457429007843,21.2329299179008,64.354269694898,68.1021409617112,709.610696730361,2.24743033084992
0.135416666666667,10.0037817746788,20.7858230478246,70.1253955275989,71.2216809005455,747.893746597944,3.58070558127761
0.145833333333333,10.7551026738807,20.8895862877132,70.1068909259628,70.9199313651901,797.611784337663,0.103214734381488
0.15625,13.7998537480177,21.8515256802297,69.5093428947587,68.4617679423331,863.941907108959,8.36434662227844
0.166666666666667,9.9052594169506,20.3054426251419,68.2725239659693,67.200761006405,894.560651429248,3.90488716004905
0.177083333333333,10.1739211705023,20.2135559251386,70.1985700064479,74.6324106772797,699.015909266594,5.22445677676699
0.1875,11.5860315352829,20.6523081469595,63.749217475702,70.7452264627456,753.076901805326,3.25001543088244
0.197916666666667,6.82462302464186,19.0303162334849,63.4633822499808,71.7407158759812,858.345642530377,2.35351785378783
0.208333333333333,9.67825661806075,19.8799394798635,67.3832921441752,73.5347700310479,820.24634966202,2.5351582546919
0.21875,12.1058784294891,20.9380301932073,66.7952019146003,70.1679698788645,865.083312295844,4.30832935119472
0.229166666666667,7.88853447370852,18.3520643113114,73.2195854674103,72.8613135459935,776.31259215501,3.04826087845834
0.239583333333333,8.65874641429358,20.5984192176623,73.2181338128895,70.6268564300774,771.279101634576,5.36382853058783
0.25,11.4258540730267,20.3620075780583,64.1083104238216,70.7903072321341,839.399063209683,2.14150734319308
0.260416666666667,6.23162760081447,18.4915789557769,77.1362841231789,71.0665929274036,767.197782662295,5.63637532407235
0.270833333333333,7.70313992686221,19.4688450153075,72.9163873772942,70.7872277493109,763.499773723311,1.79336924016193
0.28125,8.39633954978943,18.8764185693614,74.9651078070098,72.1247466864056,784.341547049595,1.6339001499741
0.291666666666667,7.77303691387359,18.6700045489123,70.314723204995,74.4528928425119,772.152266469694,0.482767348784946
0.302083333333333,7.08014848033952,19.5493572031908,83.5276352506688,73.8217493304834,726.620666631954,0.487867665885024
0.3125,5.73291134952984,18.0659444064845,68.0200307816705,76.0639635302227,792.112307903997,4.6871784219284
0.322916666666667,6.96874515893851,18.8275250688051,71.569298372333,71.9248182371119,744.377539880359,5.57776218402904
0.333333333333333,5.91927286802612,18.0197429558724,74.3513317593486,73.3493372987306,805.079228439233,4.5033555079127
0.34375,6.93034914816679,18.5632422925399,74.9104584593388,75.466177466687,817.172956569541,1.29691166456809
0.354166666666667,6.60681362391498,18.5556844623372,75.1044549992561,72.7121473594858,801.177308251265,1.11819429199853
0.364583333333333,8.62152162534625,18.5251075380313,85.4349645733317,76.0341103126585,705.041800229063,2.57930821309216
0.375,9.60508859374789,19.0012603219593,70.9004864023633,74.5242537774764,815.978677024342,3.80961405330979
0.385416666666667,6.89243360386451,18.454479230643,77.5137228302466,73.6807948140325,858.782404080679,0.102468615632047
0.395833333333333,7.79922855492028,18.7858286452905,72.6727533074457,76.5899540981271,745.439317588239,3.17655310373292
0.40625,7.3458443658525,18.4467811068842,81.6747022331128,73.3958726743016,797.40781819168,2.09804297182766
0.416666666666667,7.84195972345614,18.8337020527379,75.711812767452,76.9789481148399,873.236998702233,4.24384155235431
0.427083333333333,7.81404569620614,18.1762189155853,80.1081847467327,74.4042316200214,855.69072599123,4.03207703127214
0.4375,9.20174734253817,18.9850773191163,77.6303714967441,72.3070796533613,797.14798350203,2.38616461266817
0.447916666666667,7.96977636348542,18.7304581399196,77.1194868646354,75.7591243893364,767.534489234277,2.32553731701103
0.458333333333333,9.16874138816404,19.2422596088927,63.1571487717053,75.7577041835724,774.163896538171,4.44846046032522
0.46875,10.6471151064535,19.9223226107769,71.2503711815574,73.5360045668795,737.88610882859,5.30440356356378
0.479166666666667,9.2632432956199,19.5434578613316,71.783616560134,74.2583907354414,752.004835809706,3.04957214085068
0.489583333333333,13.1708738091814,20.6318329351553,71.4222993153983,74.231802356583,797.795135030796,5.29509610172558
0.5,9.78601179740418,20.0183653958498,73.7405542576198,76.2707713568879,799.805327778317,0.384305030005307
0.510416666666667,12.3225756648221,20.6192286261619,64.9150137161887,72.294345368058,747.723991588849,2.72738579803244
0.520833333333333,11.5778221504849,19.8077494697059,62.6365572088905,74.3615526150074,799.018332629759,3.69098613205301
0.53125,12.0398422233338,20.5006411901386,59.6654297963629,79.0380593283703,873.23407335009,0.457441914689643
0.541666666666667,13.6673099915557,20.7816829726077,66.2713871460021,70.1231444019276,902.912835922318,3.20566676198026
0.552083333333333,13.51612523915,20.3568272132327,56.6976741048002,74.862505205313,902.809694668364,6.1710232225006
0.5625,13.6048627292444,20.5020236903702,56.6730361035814,71.6774477940759,756.364181741479,0.840472110219361
0.572916666666667,11.7155905044684,20.8260398913037,64.6574555648791,72.6272517957416,796.075140148452,1.23129308531455
